Geneid	Chr	Start	End	Strand	Length	gene_name
ENSG00000264897.1	chr3	99964314	99964398	-	85	MIR3921
ENSG00000287378.1	chr3	100132903	100260264	-	127362	RP11-15N24.6
ENSG00000235156.5	chr3	100185687	100211766	+	26080	TMEM30CP
ENSG00000277000.1	chr3	100221268	100223858	-	2591	DUSP12P1
ENSG00000243974.1	chr3	100225374	100226073	+	700	VTI1BP1
ENSG00000036054.13	chr3	100260992	100325251	+	64260	TBC1D23
ENSG00000114021.12	chr3	100334739	100361635	+	26897	NIT2
ENSG00000154174.8	chr3	100363431	100401089	-	37659	TOMM70
ENSG00000206535.8	chr3	100401532	100456319	+	54788	LNP1
ENSG00000181458.10	chr3	100492619	100577444	+	84826	TMEM45A
ENSG00000144820.8	chr3	100609601	100695479	+	85879	ADGRG7
ENSG00000252989.1	chr3	100646121	100646197	+	77	ENSG10010140146.1
ENSG00000243495.1	chr3	100665050	100665476	-	427	GMFBP1
ENSG00000114354.15	chr3	100709295	100748964	+	39670	TFG
ENSG00000154175.18	chr3	100749156	100993515	-	244360	ABI3BP
ENSG00000213431.4	chr3	100910975	100912175	-	1201	RP11-301G23.1
ENSG00000201642.1	chr3	100952627	100952733	+	107	RNU6-865P
ENSG00000242573.1	chr3	101163094	101163986	+	893	ACTR3P3
ENSG00000081148.12	chr3	101222546	101320575	-	98030	IMPG2
ENSG00000138468.16	chr3	101324205	101513241	-	189037	SENP7
ENSG00000241738.1	chr3	101357292	101359242	+	1951	ZNF90P1
ENSG00000232830.5	chr3	101414228	101414633	+	406	RP11-144C15.1
ENSG00000282978.1	chr3	101457241	101457732	-	492	RP11-144C15.2
ENSG00000201554.1	chr3	101458530	101458626	+	97	Y_RNA
ENSG00000175841.8	chr3	101521891	101522979	+	1089	FAM172BP
ENSG00000174173.7	chr3	101561868	101566446	+	4579	TRMT10C
ENSG00000081154.12	chr3	101574180	101594465	+	20286	PCNP
ENSG00000242299.1	chr3	101576489	101576947	-	459	RP11-234A1.1
ENSG00000243396.1	chr3	101599243	101599644	-	402	RPL32P7
ENSG00000252348.1	chr3	101615826	101615928	+	103	RNU6-1256P
ENSG00000212319.1	chr3	101628310	101628406	-	97	Y_RNA
ENSG00000201511.1	chr3	101647421	101647522	+	102	Y_RNA
ENSG00000066422.5	chr3	101648889	101677132	-	28244	ZBTB11
ENSG00000201121.1	chr3	101662060	101662164	-	105	RNY1P12
ENSG00000256628.3	chr3	101676475	101679217	+	2743	ZBTB11-AS1
ENSG00000114391.13	chr3	101681091	101686718	-	5628	RPL24
ENSG00000286699.1	chr3	101686827	101700926	+	14100	RP11-454H13.8
ENSG00000244119.1	chr3	101712472	101713191	+	720	PDCL3P4
ENSG00000182504.11	chr3	101724593	101770562	+	45970	CEP97
ENSG00000144815.16	chr3	101779202	101828231	+	49030	NXPE3
ENSG00000249474.1	chr3	101823793	101824998	-	1206	RP11-49I4.3
ENSG00000144802.11	chr3	101827991	101861022	+	33032	NFKBIZ
ENSG00000287682.1	chr3	101878333	101925726	+	47394	RP11-49I4.5
ENSG00000214407.3	chr3	101940859	101997926	+	57068	LINC02085
ENSG00000202177.1	chr3	101955077	101955185	+	109	Y_RNA
ENSG00000241280.1	chr3	101960358	101997926	+	37569	RP11-221J22.2
ENSG00000170044.9	chr3	102099244	102479841	+	380598	ZPLD1
ENSG00000241754.2	chr3	102621061	102673986	-	52926	RP11-280H21.1
ENSG00000201065.1	chr3	102755064	102755170	-	107	RNU6-461P
ENSG00000201922.1	chr3	103159960	103160124	+	165	RNU1-43P
ENSG00000236691.3	chr3	103240987	103241230	+	244	NDUFA4P2
ENSG00000265328.1	chr3	103524033	103524116	-	84	MIR548AB
ENSG00000240107.1	chr3	103538635	103540487	-	1853	RP11-628J14.1
ENSG00000243195.1	chr3	103630661	103630912	+	252	TUBBP11
ENSG00000214405.3	chr3	104063039	104063582	+	544	RAP1BP2
ENSG00000243635.1	chr3	104502700	104503266	+	567	RP11-281P11.1
ENSG00000170017.12	chr3	105366909	105576900	+	209992	ALCAM
ENSG00000114423.23	chr3	105655461	105869552	-	214092	CBLB
ENSG00000287421.1	chr3	106160417	106224375	+	63959	RP11-47L11.1
ENSG00000244652.1	chr3	106325737	106326293	-	557	RP11-93B21.1
ENSG00000286854.1	chr3	106367979	106427977	-	59999	RP11-93B21.2
ENSG00000242759.8	chr3	106449775	107240671	-	790897	LINC00882
ENSG00000200610.1	chr3	106515897	106515998	+	102	Y_RNA
ENSG00000288557.1	chr3	106684388	106691320	-	6933	RP11-280F2.3
ENSG00000200361.1	chr3	106688678	106688779	+	102	Y_RNA
ENSG00000239997.1	chr3	106848671	106849260	+	590	FCF1P3
ENSG00000241787.1	chr3	106894352	106895718	-	1367	MTND4P16
ENSG00000239632.1	chr3	106895729	106896408	-	680	MTND4LP3
ENSG00000242214.1	chr3	106896483	106896821	-	339	MTND3P6
ENSG00000242836.1	chr3	106896891	106897671	-	781	MTCO3P35
ENSG00000249580.1	chr3	106897671	106898268	-	598	MTATP6P22
ENSG00000243658.1	chr3	106898889	106900591	+	1703	MTND5P16
ENSG00000240034.1	chr3	106900593	106900855	-	263	MTND6P6
ENSG00000250630.1	chr3	106900854	106901081	-	228	MTCO1P35
ENSG00000239586.1	chr3	106901068	106901965	+	898	MTND1P16
ENSG00000240796.1	chr3	106902173	106902523	+	351	MTND2P14
ENSG00000252626.1	chr3	107007568	107007670	+	103	RNU6-1308P
ENSG00000286956.1	chr3	107046026	107053166	+	7141	RP11-71I3.1
ENSG00000239455.1	chr3	107104911	107107000	-	2090	RP11-561O4.1
ENSG00000243701.7	chr3	107220744	107348464	+	127721	DUBR
ENSG00000239828.7	chr3	107272611	107421338	-	148728	RP11-446H18.5
ENSG00000241218.1	chr3	107327830	107329197	-	1368	CSP2
ENSG00000272597.1	chr3	107329430	107329962	+	533	RP11-446H18.6
ENSG00000138483.3	chr3	107377439	107378635	+	1197	CCDC54
ENSG00000273125.2	chr3	107430892	107463912	+	33021	LINC01990
ENSG00000114439.19	chr3	107522936	107811339	+	288404	BBX
ENSG00000240423.3	chr3	107834586	107928907	+	94322	LINC00636
ENSG00000241469.9	chr3	107840228	107882250	-	42023	LINC00635
ENSG00000279277.2	chr3	108032456	108039916	-	7461	RP11-861A13.2
ENSG00000196776.17	chr3	108043091	108091862	-	48772	CD47
ENSG00000271856.1	chr3	108125821	108138610	+	12790	LINC01215
ENSG00000114446.5	chr3	108160812	108222435	-	61624	IFT57
ENSG00000114455.13	chr3	108296490	108378285	+	81796	HHLA2
ENSG00000243188.1	chr3	108325520	108326814	-	1295	HNRNPA1P17
ENSG00000144821.10	chr3	108380368	108529322	-	148955	MYH15
ENSG00000241634.1	chr3	108543367	108543875	-	509	RP11-381E24.1
ENSG00000163507.14	chr3	108549864	108589644	-	39781	CIP2A
ENSG00000202379.1	chr3	108574565	108574698	+	134	SNORA70
ENSG00000276763.1	chr3	108574683	108575064	+	382	RP11-381E24.4
ENSG00000198919.13	chr3	108589705	108694840	+	105136	DZIP3
ENSG00000241777.1	chr3	108725440	108725536	-	97	RP11-148O7.2
ENSG00000163515.7	chr3	108743424	108757410	-	13987	RETNLB
ENSG00000163519.14	chr3	108822770	108855005	+	32236	TRAT1
ENSG00000138472.11	chr3	108907792	108953879	-	46088	GUCA1C
ENSG00000114487.10	chr3	108958248	109118134	-	159887	MORC1
ENSG00000221633.2	chr3	109018909	109019116	-	208	U3
ENSG00000239314.1	chr3	109101456	109110342	+	8887	MORC1-AS1
ENSG00000241224.8	chr3	109118252	109151401	+	33150	C3orf85
ENSG00000261364.1	chr3	109176438	109177365	-	928	RP11-59E19.4
ENSG00000214381.6	chr3	109178143	109216965	+	38823	LINC00488
ENSG00000252889.1	chr3	109225129	109225227	+	99	RNU6-1236P
ENSG00000239288.1	chr3	109241507	109243125	+	1619	RP11-59E19.3
ENSG00000163530.4	chr3	109293788	109316517	-	22730	DPPA2
ENSG00000277635.1	chr3	109295239	109295498	+	260	Metazoa_SRP
ENSG00000121570.12	chr3	109326141	109337572	-	11432	DPPA4
ENSG00000241257.1	chr3	109364047	109364234	-	188	RP11-397K18.1
ENSG00000244561.1	chr3	109396616	109397870	+	1255	RP11-702L6.1
ENSG00000230618.3	chr3	109409678	109410084	-	407	H3P12
ENSG00000228980.4	chr3	109409990	109723273	+	313284	LINC01205
ENSG00000244196.1	chr3	109471329	109471812	-	484	PPIAP15
ENSG00000265956.1	chr3	109602828	109602897	+	70	MIR4445
ENSG00000242029.1	chr3	109648107	109810861	+	162755	RP11-457K10.1
ENSG00000271249.1	chr3	109701456	109702218	-	763	DIMT1P1
ENSG00000214380.4	chr3	109915976	109916940	-	965	NFYBP1
ENSG00000243945.1	chr3	109977540	109977767	-	228	RP11-696F10.1
ENSG00000240895.1	chr3	110527482	110529582	-	2101	RP11-119D18.1
ENSG00000221206.1	chr3	110551845	110551965	-	121	RNU6ATAC15P
ENSG00000244722.1	chr3	110682286	110683154	-	869	RPSAP29
ENSG00000201426.1	chr3	110727021	110727121	+	101	Y_RNA
ENSG00000242242.6	chr3	110888384	111071553	-	183170	NECTIN3-AS1
ENSG00000177707.11	chr3	111070071	111275563	+	205493	NECTIN3
ENSG00000153283.13	chr3	111292719	111665750	+	373032	CD96
ENSG00000239311.1	chr3	111466313	111497095	-	30783	RP11-615J4.3
ENSG00000244142.1	chr3	111478737	111478943	+	207	ATP6V0CP2
ENSG00000240787.1	chr3	111570638	111571054	-	417	RP11-615J4.4
ENSG00000177494.6	chr3	111592900	111595346	-	2447	ZBED2
ENSG00000244720.1	chr3	111633672	111635089	+	1418	NT5C3AP2
ENSG00000240891.8	chr3	111674676	111846447	+	171772	PLCXD2
ENSG00000240766.1	chr3	111676736	111677433	-	698	PLCXD2-AS1
ENSG00000144824.21	chr3	111732497	111976517	+	244021	PHLDB2
ENSG00000286492.1	chr3	111835723	111860730	-	25008	RP11-31B16.2
ENSG00000144827.9	chr3	111979010	111993368	+	14359	ABHD10
ENSG00000144834.14	chr3	111998739	112013887	+	15149	TAGLN3
ENSG00000239439.1	chr3	112030931	112031649	-	719	RFKP2
ENSG00000176040.13	chr3	112034843	112081269	+	46427	TMPRSS7
ENSG00000114529.13	chr3	112086335	112131004	+	44670	C3orf52
ENSG00000207940.1	chr3	112112801	112112898	+	98	MIR567
ENSG00000174500.13	chr3	112120839	112133270	-	12432	GCSAM
ENSG00000261488.1	chr3	112133423	112135359	+	1937	TBILA
ENSG00000172139.15	chr3	112140898	112294227	-	153330	SLC9C1
ENSG00000244144.1	chr3	112185480	112185998	-	519	RP11-757F18.3
ENSG00000239482.6	chr3	112302478	112332791	+	30314	RP11-90K6.1
ENSG00000283669.1	chr3	112321140	112321443	+	304	RP11-231E6.3
ENSG00000091972.18	chr3	112332347	112362812	+	30466	CD200
ENSG00000243081.2	chr3	112396647	112409134	-	12488	RP11-231E6.1
ENSG00000186265.10	chr3	112463966	112499472	-	35507	BTLA
ENSG00000242525.1	chr3	112524187	112525201	-	1015	OR7E100P
ENSG00000279349.1	chr3	112525548	112528142	-	2595	RP11-147G7.3
ENSG00000144848.11	chr3	112532510	112562046	-	29537	ATG3
ENSG00000138459.9	chr3	112561709	112585579	+	23871	SLC35A5
ENSG00000091986.16	chr3	112596797	112649530	-	52734	CCDC80
ENSG00000242308.2	chr3	112696908	112697706	-	799	RP11-572C15.3
ENSG00000240893.1	chr3	112736447	112749319	-	12873	LINC02042
ENSG00000242770.2	chr3	112802478	112812819	+	10342	CD200R1L-AS1
ENSG00000206531.10	chr3	112815709	112846856	-	31148	CD200R1L
ENSG00000163606.11	chr3	112921205	112975103	-	53899	CD200R1
ENSG00000272844.1	chr3	112990447	112991153	-	707	RP11-484K9.4
ENSG00000163607.17	chr3	112990984	113015060	+	24077	GTPBP8
ENSG00000163608.15	chr3	113002444	113019861	-	17418	NEPRO
ENSG00000240057.6	chr3	113019468	113184377	+	164910	RP11-572M11.4
ENSG00000243483.1	chr3	113041390	113041814	-	425	RP11-572M11.2
ENSG00000241219.1	chr3	113050912	113063443	-	12532	RP11-572M11.1
ENSG00000243795.1	chr3	113142350	113167819	-	25470	LINC02044
ENSG00000144857.15	chr3	113211003	113287459	+	76457	BOC
ENSG00000288079.1	chr3	113259786	113266824	-	7039	RP11-325J6.2
ENSG00000206530.11	chr3	113286930	113441610	-	154681	CFAP44
ENSG00000240751.1	chr3	113360267	113361319	+	1053	RP11-553D4.2
ENSG00000285943.1	chr3	113361901	113515151	-	153251	RP11-553D4.3
ENSG00000243849.2	chr3	113403988	113433992	+	30005	CFAP44-AS1
ENSG00000275670.1	chr3	113432118	113432200	-	83	MIR8076
ENSG00000163611.11	chr3	113442718	113515187	-	72470	SPICE1
ENSG00000072858.11	chr3	113532555	113629575	+	97021	SIDT1
ENSG00000239453.1	chr3	113588748	113590189	-	1442	SIDT1-AS1
ENSG00000265253.1	chr3	113594876	113594942	+	67	MIR4446
ENSG00000241529.3	chr3	113632704	113632998	+	295	RN7SL767P
ENSG00000176542.10	chr3	113648385	113696646	-	48262	USF3
ENSG00000121579.13	chr3	113716458	113746300	-	29843	NAA50
ENSG00000239280.1	chr3	113740823	113741254	-	432	RP11-271C24.3
ENSG00000242659.1	chr3	113746872	113747408	-	537	RP11-271C24.2
ENSG00000114573.10	chr3	113747033	113812056	+	65024	ATP6V1A
ENSG00000178075.20	chr3	113828182	113947174	+	118993	GRAMD1C
ENSG00000240776.1	chr3	113850237	113850731	-	495	RP11-435F17.1
ENSG00000241889.1	chr3	113885298	113886031	+	734	RP11-435F17.3
ENSG00000240375.1	chr3	113919222	113920200	+	979	VPS26AP1
ENSG00000273394.1	chr3	113947005	113947570	-	566	RP11-255E6.6
ENSG00000184307.17	chr3	113947901	113965401	+	17501	ZDHHC23
ENSG00000163617.11	chr3	113964137	114056594	-	92458	CCDC191
ENSG00000270880.1	chr3	113984037	113984655	+	619	RP11-255E6.5
ENSG00000287805.1	chr3	113986835	113992113	+	5279	RP11-255E6.7
ENSG00000285836.1	chr3	113998782	114016261	+	17480	RP11-274J15.4
ENSG00000151576.10	chr3	114005833	114088422	+	82590	QTRT2
ENSG00000240912.1	chr3	114103249	114103628	-	380	H2BP3
ENSG00000151577.13	chr3	114127580	114199407	-	71828	DRD3
ENSG00000241490.1	chr3	114214313	114236204	+	21892	RP11-553L6.2
ENSG00000240487.1	chr3	114231398	114233021	-	1624	FAM214BP1
ENSG00000174255.8	chr3	114234631	114237578	-	2948	ZNF80
ENSG00000181847.12	chr3	114276913	114310288	+	33376	TIGIT
ENSG00000181722.17	chr3	114314500	115147288	-	832789	ZBTB20
ENSG00000259976.3	chr3	114314501	114329714	-	15214	RP11-553L6.5
ENSG00000284134.1	chr3	114316475	114316569	-	95	MIR568
ENSG00000241560.7	chr3	114351771	114388978	+	37208	ZBTB20-AS1
ENSG00000242290.2	chr3	114445521	114529452	+	83932	ZBTB20-AS5
ENSG00000241295.1	chr3	114684580	114687609	+	3030	ZBTB20-AS2
ENSG00000264623.3	chr3	114743445	114743525	-	81	MIR4796
ENSG00000239946.1	chr3	114873114	114876514	+	3401	ZBTB20-AS3
ENSG00000240002.1	chr3	114930541	114931449	+	909	YBX1P3
ENSG00000242767.1	chr3	115100423	115103061	+	2639	ZBTB20-AS4
ENSG00000242880.2	chr3	115147605	115564389	+	416785	RP11-190P13.2
ENSG00000244157.1	chr3	115279125	115279860	+	736	EIF4E2P2
ENSG00000287795.1	chr3	115413476	115486449	-	72974	RP11-416B23.1
ENSG00000288074.1	chr3	115418862	115438550	+	19689	RP11-416B23.2
ENSG00000172020.13	chr3	115623510	115721490	+	97981	GAP43
ENSG00000241596.1	chr3	115658533	115661279	+	2747	RP11-326J18.1
ENSG00000185565.12	chr3	115802363	117139389	-	1337027	LSAMP
ENSG00000243359.3	chr3	115837870	115838159	+	290	RN7SL815P
ENSG00000240922.1	chr3	116360024	116370090	+	10067	LSAMP-AS1
ENSG00000241397.1	chr3	116552473	116568264	+	15792	LINC00903
ENSG00000241156.3	chr3	116582552	116582830	-	279	RN7SL582P
ENSG00000198406.7	chr3	116645902	116646727	-	826	BZW1P2
ENSG00000243197.8	chr3	116709235	116723581	+	14347	TUSC7
ENSG00000278072.1	chr3	116716460	116716624	+	165	ENSG10010137502.1
ENSG00000265433.1	chr3	116850277	116850367	-	91	MIR4447
ENSG00000274732.1	chr3	116921328	116921479	+	152	ENSG10010135716.1
ENSG00000242385.1	chr3	116921431	116932238	+	10808	LINC00901
ENSG00000200372.1	chr3	116965112	116965227	-	116	RNU5E-8P
ENSG00000243014.1	chr3	117026698	117027039	+	342	PTMAP8
ENSG00000206889.1	chr3	117544205	117544311	+	107	RNU6-1200P
ENSG00000239268.3	chr3	117672154	117997592	-	325439	RP11-384F7.2
ENSG00000240393.1	chr3	117674342	117675144	-	803	RP11-768G7.1
ENSG00000241213.2	chr3	117678693	117691005	-	12313	LINC02024
ENSG00000242816.2	chr3	117719859	117794384	+	74526	RP11-768G7.3
ENSG00000243276.6	chr3	118004819	118810836	-	806018	RP11-384F7.1
ENSG00000286660.1	chr3	118488876	118491760	+	2885	RP11-155B15.1
ENSG00000144847.13	chr3	118900557	119146068	-	245512	IGSF11
ENSG00000239877.3	chr3	118943073	118948241	+	5169	IGSF11-AS1
ENSG00000163424.9	chr3	119146151	119160042	+	13892	TEX55
ENSG00000251012.2	chr3	119147375	119187807	+	40433	RP11-484M3.5
ENSG00000114638.8	chr3	119173517	119205143	+	31627	UPK1B
ENSG00000121578.13	chr3	119211732	119240946	-	29215	B4GALT4
ENSG00000240254.2	chr3	119226486	119290666	+	64181	B4GALT4-AS1
ENSG00000031081.11	chr3	119294383	119420714	+	126332	ARHGAP31
ENSG00000242829.1	chr3	119298665	119299012	+	348	RPS26P21
ENSG00000241155.1	chr3	119314293	119322760	-	8468	ARHGAP31-AS1
ENSG00000207310.1	chr3	119341834	119341940	-	107	RNU6-1127P
ENSG00000176142.13	chr3	119428949	119468830	-	39882	TMEM39A
ENSG00000163389.12	chr3	119468963	119494708	+	25746	POGLUT1
ENSG00000272662.1	chr3	119497678	119498181	-	504	TIMMDC1-DT
ENSG00000113845.10	chr3	119498547	119525090	+	26544	TIMMDC1
ENSG00000121594.12	chr3	119524293	119559614	-	35322	CD80
ENSG00000272967.1	chr3	119579212	119579650	-	439	RP11-190C22.9
ENSG00000144843.11	chr3	119579268	119589945	+	10678	ADPRH
ENSG00000144837.9	chr3	119597875	119629811	+	31937	PLA1A
ENSG00000242052.1	chr3	119635526	119636150	-	625	RPL10P7
ENSG00000121577.14	chr3	119636457	119665324	-	28868	POPDC2
ENSG00000138495.7	chr3	119654513	119677454	-	22942	COX17
ENSG00000286584.2	chr3	119666236	119670688	+	4453	RP11-59M4.2
ENSG00000183833.16	chr3	119703022	119767102	+	64081	CFAP91
ENSG00000285585.1	chr3	119703076	119807570	+	104495	RP11-169N13.5
ENSG00000239994.2	chr3	119744139	119750350	-	6212	RP11-169N13.4
ENSG00000144852.20	chr3	119780484	119818487	+	38004	NR1I2
ENSG00000240471.1	chr3	119791829	119792553	+	725	PHBP8
ENSG00000082701.17	chr3	119821321	120094994	-	273674	GSK3B
ENSG00000288662.1	chr3	119969044	120068204	-	99161	RP11-73F12.1
ENSG00000288667.1	chr3	119978153	119990147	-	11995	RP11-73F12.2
ENSG00000239835.1	chr3	120028740	120029868	+	1129	RP11-767L7.1
ENSG00000241546.1	chr3	120041190	120041537	+	348	RP11-767L7.2
ENSG00000242622.2	chr3	120094895	120136783	+	41889	RP11-18H7.1
ENSG00000244308.2	chr3	120110498	120110786	-	289	RN7SL762P
ENSG00000244139.3	chr3	120121909	120122206	+	298	RN7SL397P
ENSG00000175697.11	chr3	120164645	120285222	-	120578	GPR156
ENSG00000206721.1	chr3	120210320	120210421	+	102	Y_RNA
ENSG00000240882.1	chr3	120306726	120307952	+	1227	RP11-174O3.1
ENSG00000163428.4	chr3	120324509	120349354	-	24846	LRRC58
ENSG00000240661.3	chr3	120349449	120423826	+	74378	RP11-174O3.3
ENSG00000282950.1	chr3	120365993	120368326	-	2334	RP11-174O3.6
ENSG00000242613.1	chr3	120388029	120389315	+	1287	RP11-174O3.4
ENSG00000163430.12	chr3	120392293	120450993	-	58701	FSTL1
ENSG00000284121.1	chr3	120395668	120395729	-	62	MIR198
ENSG00000286735.1	chr3	120448974	120509675	+	60702	RP11-359H3.6
ENSG00000240774.1	chr3	120484171	120484527	-	357	RP11-359H3.4
ENSG00000244441.1	chr3	120512850	120513188	+	339	RP11-359H3.1
ENSG00000065518.8	chr3	120596328	120602507	+	6180	NDUFB4
ENSG00000113924.12	chr3	120628172	120682269	-	54098	HGD
ENSG00000144840.10	chr3	120684938	120742993	-	58056	RABL3
ENSG00000240452.1	chr3	120722024	120722311	+	288	MTCO1P29
ENSG00000243257.1	chr3	120722458	120722646	+	189	MTCO2P29
ENSG00000153767.10	chr3	120742637	120783069	+	40433	GTF2E1
ENSG00000213371.4	chr3	120805866	120806745	+	880	NAP1L1P3
ENSG00000286827.1	chr3	120811530	120908093	-	96564	RP11-567P17.5
ENSG00000243593.1	chr3	120833440	120836360	-	2921	LINC02049
ENSG00000287366.1	chr3	120833936	120871794	+	37859	RP11-500K19.3
ENSG00000145087.13	chr3	120908072	121424761	+	516690	STXBP5L
ENSG00000270782.1	chr3	120924612	120925158	-	547	RP11-500K19.2
ENSG00000264477.1	chr3	121049640	121049715	+	76	MIR5682
ENSG00000243813.1	chr3	121099108	121099774	+	667	RP11-678L1.1
ENSG00000242103.1	chr3	121356991	121357940	+	950	RP11-10G15.4
ENSG00000287022.1	chr3	121394772	121431198	-	36427	RP11-10G15.5
ENSG00000051341.15	chr3	121431431	121545988	-	114558	POLQ
ENSG00000242445.1	chr3	121494110	121494908	+	799	RPL7AP11
ENSG00000186103.5	chr3	121567949	121590622	+	22674	ARGFX
ENSG00000163833.8	chr3	121593379	121630295	+	36917	FBXO40
ENSG00000180353.11	chr3	121631399	121660927	-	29529	HCLS1
ENSG00000243544.3	chr3	121653994	121654296	-	303	RN7SL172P
ENSG00000222057.1	chr3	121655475	121655604	-	130	RNU4-62P
ENSG00000173230.15	chr3	121663199	121749767	-	86569	GOLGB1
ENSG00000173226.17	chr3	121769761	121835079	-	65319	IQCB1
ENSG00000145088.9	chr3	121835183	121886526	+	51344	EAF2
ENSG00000163406.11	chr3	121894401	121944188	+	49788	SLC15A2
ENSG00000145103.15	chr3	121987323	122022247	-	34925	ILDR1
ENSG00000202388.1	chr3	122025195	122025304	-	110	Y_RNA
ENSG00000114013.16	chr3	122055362	122121139	+	65778	CD86
ENSG00000287977.1	chr3	122172405	122174099	-	1695	RP11-289N10.2
ENSG00000036828.17	chr3	122183668	122291629	+	107962	CASR
ENSG00000240236.1	chr3	122317609	122318741	+	1133	HNRNPA1P23
ENSG00000121552.4	chr3	122325248	122341969	+	16722	CSTA
ENSG00000160124.9	chr3	122359591	122383231	-	23641	MIX23
ENSG00000114023.15	chr3	122384176	122412334	+	28159	FAM162A
ENSG00000196981.4	chr3	122411846	122416062	-	4217	WDR5B
ENSG00000272758.6	chr3	122416207	122443180	+	26974	WDR5B-DT
ENSG00000242531.1	chr3	122416882	122417012	-	131	RP11-299J3.6
ENSG00000114030.13	chr3	122421902	122514945	-	93044	KPNA1
ENSG00000275348.1	chr3	122482990	122483229	+	240	RP11-592P9.3
ENSG00000287207.1	chr3	122515006	122518172	+	3167	RP11-592P9.4
ENSG00000138496.17	chr3	122527924	122564577	-	36654	PARP9
ENSG00000163840.10	chr3	122564338	122575203	+	10866	DTX3L
ENSG00000173200.13	chr3	122577628	122639047	+	61420	PARP15
ENSG00000243918.1	chr3	122660613	122662438	+	1826	EIF4BP8
ENSG00000173193.15	chr3	122680839	122730840	+	50002	PARP14
ENSG00000169087.11	chr3	122739999	122793831	-	53833	HSPBAP1
ENSG00000138463.9	chr3	122795069	122881139	+	86071	SLC49A4
ENSG00000273033.2	chr3	122886941	122892416	+	5476	LINC02035
ENSG00000082684.16	chr3	122909082	123028605	-	119524	SEMA5B
ENSG00000065485.20	chr3	123067025	123225227	+	158203	PDIA5
ENSG00000284421.1	chr3	123161794	123161879	+	86	MIR7110
ENSG00000121542.12	chr3	123201927	123274136	+	72210	SEC22A
ENSG00000273454.1	chr3	123277353	123277904	+	552	RP11-797D24.3
ENSG00000173175.15	chr3	123282296	123449090	-	166795	ADCY5
ENSG00000272678.1	chr3	123283593	123283983	+	391	RP11-797D24.4
ENSG00000206527.10	chr3	123490820	123585053	-	94234	HACD2
ENSG00000239523.6	chr3	123585300	123644568	+	59269	MYLK-AS1
ENSG00000065534.19	chr3	123610049	123884332	-	274284	MYLK
ENSG00000250174.5	chr3	123689644	123692407	+	2764	MYLK-AS2
ENSG00000273123.1	chr3	123715851	123716399	+	549	RP11-9N20.3
ENSG00000207002.1	chr3	123814077	123814207	+	131	ENSG10010139529.1
ENSG00000175455.16	chr3	123897305	123961408	-	64104	CCDC14
ENSG00000065371.17	chr3	123968521	123992178	-	23658	ROPN1
ENSG00000160145.16	chr3	124033369	124726325	+	692957	KALRN
ENSG00000266383.1	chr3	124132929	124133025	+	97	MIR5002
ENSG00000240622.1	chr3	124151960	124153063	-	1104	RPL7P15
ENSG00000276656.1	chr3	124374332	124374437	+	106	MIR6083
ENSG00000252751.1	chr3	124407691	124407783	+	93	RNU6-143P
ENSG00000288713.1	chr3	124723524	124730422	-	6899	RP11-71H17.9
ENSG00000260391.2	chr3	124723788	124726325	+	2538	RP11-71H17.7
ENSG00000114491.14	chr3	124730433	124749273	+	18841	UMPS
ENSG00000265981.1	chr3	124732439	124732516	+	78	MIR544B
ENSG00000242199.1	chr3	124733418	124733754	-	337	RP11-71H17.1
ENSG00000082781.12	chr3	124761948	124901418	-	139471	ITGB5
ENSG00000244286.1	chr3	124781155	124787757	+	6603	ITGB5-AS1
ENSG00000280042.1	chr3	124791119	124793104	-	1986	RP11-71H17.8
ENSG00000276626.1	chr3	124792319	124792562	-	244	7SK
ENSG00000243986.2	chr3	124862094	124863317	-	1224	ENO1P3
ENSG00000173702.7	chr3	124905442	124953819	-	48378	MUC13
ENSG00000173706.14	chr3	124965710	125055997	-	90288	HEG1
ENSG00000252642.1	chr3	125058304	125058438	-	135	RNA5SP137
